Taxa,ID,Meds,Magnitude,Cohort,Group,P value,Influence
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__,o__Clostridiales2,Meropenem,-0.267218327,GVHD,Single drug analysis,0.017412963,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Meropenem,0.026177135,GVHD,Single drug analysis,0.042002036,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Meropenem,-1.484255892,GVHD,Single drug analysis,6.73E-05,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__longicatena,D. longicatena,Meropenem,-0.046751371,GVHD,Single drug analysis,0.031356487,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__,g__Anaerotruncus,Meropenem,-0.063426474,GVHD,Single drug analysis,0.04195392,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Meropenem,-1.041208963,GVHD,Single drug analysis,0.009963839,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__,g__Ruminococcus1,Meropenem,-0.584349893,GVHD,Single drug analysis,0.000860189,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula,V. parvula,Meropenem,-0.488985295,GVHD,Single drug analysis,0.001061085,Inhibition
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Clostridium.s__spiroforme,C. spiroforme,Meropenem,-1.121537198,GVHD,Single drug analysis,0.027360309,Inhibition
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.s__,g__Campylobacter,Meropenem,-0.328165748,GVHD,Single drug analysis,0.019730055,Inhibition
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__.s__,f__Coriobacteriaceae,Vancomycin,-0.024831057,GVHD,Single drug analysis,0.023755888,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Vancomycin,-10.26077685,GVHD,Single drug analysis,0.001948259,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Vancomycin,2.463871225,GVHD,Single drug analysis,0.000237771,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__,f__Lactobacillaceae,Vancomycin,3.768946272,GVHD,Single drug analysis,0.011358925,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Vancomycin,0.209442449,GVHD,Single drug analysis,0.002144864,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__salivarius,L. salivarius,Vancomycin,-0.98197209,GVHD,Single drug analysis,0.025529994,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__,o__Clostridiales2,Vancomycin,-0.572685357,GVHD,Single drug analysis,6.60E-11,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__,o__Clostridiales1,Vancomycin,-0.648831608,GVHD,Single drug analysis,0.031818559,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__,g__SMB53,Vancomycin,-0.090786939,GVHD,Single drug analysis,0.000273851,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__.__,f__Lachnospiraceae2,Vancomycin,-0.610488641,GVHD,Single drug analysis,0.018439118,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__,f__Lachnospiraceae1,Vancomycin,-1.218021757,GVHD,Single drug analysis,0.005719183,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Vancomycin,-1.048102702,GVHD,Single drug analysis,0.000537727,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__,g__Dorea,Vancomycin,-0.34387341,GVHD,Single drug analysis,4.82E-06,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__longicatena,D. longicatena,Vancomycin,-0.054815141,GVHD,Single drug analysis,0.03669782,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__,g__Lachnospira,Vancomycin,-0.179263717,GVHD,Single drug analysis,0.016491188,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__,g__Roseburia2,Vancomycin,-0.219299092,GVHD,Single drug analysis,0.022022543,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__faecis,R. faecis,Vancomycin,-0.956253162,GVHD,Single drug analysis,0.001969373,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.__.__,f__Peptostreptococcaceae2,Vancomycin,0.707003183,GVHD,Single drug analysis,0.032494735,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii,F. prausnitzii,Vancomycin,-1.753904135,GVHD,Single drug analysis,0.005449299,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__formicilis,G. formicilis,Vancomycin,-0.419631948,GVHD,Single drug analysis,0.01296211,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Vancomycin,-1.421885582,GVHD,Single drug analysis,9.15E-06,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__,g__Ruminococcus1,Vancomycin,-0.620309249,GVHD,Single drug analysis,1.43E-05,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__bromii,R. bromii,Vancomycin,-0.633009749,GVHD,Single drug analysis,0.004975293,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__,g__Dialister,Vancomycin,-0.133292476,GVHD,Single drug analysis,0.007753593,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__,g__Phascolarctobacterium,Vancomycin,0.01275647,GVHD,Single drug analysis,0.02961784,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Clostridium.s__spiroforme,C. spiroforme,Vancomycin,-0.849156859,GVHD,Single drug analysis,0.03753245,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__longum,B. longum,Linezolid,1.078023443,GVHD,Single drug analysis,0.010251827,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,Linezolid,0.551313096,GVHD,Single drug analysis,0.001994438,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Linezolid,9.433809716,GVHD,Single drug analysis,0.0001878,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Linezolid,6.547286772,GVHD,Single drug analysis,0.005768915,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Linezolid,20.22410347,GVHD,Single drug analysis,0.046322517,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__torques,R. torques,Linezolid,0.248556625,GVHD,Single drug analysis,0.047149069,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Linezolid,-0.020314146,GVHD,Single drug analysis,0.032448735,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__symbiosum,C. symbiosum,Linezolid,-0.333436028,GVHD,Single drug analysis,0.002268387,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Linezolid,3.868999442,GVHD,Single drug analysis,0.000261164,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__,g__Lachnospira,Linezolid,-0.602711019,GVHD,Single drug analysis,0.014428665,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__,f__Ruminococcaceae1,Linezolid,4.504867508,GVHD,Single drug analysis,0.000236271,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii,F. prausnitzii,Linezolid,-5.329490086,GVHD,Single drug analysis,0.011991232,Inhibition
Unassigned.__.__.__.__.__.__,Unassigned,Linezolid,0.122215463,GVHD,Single drug analysis,1.87E-10,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__,g__Bifidobacterium2,ATG,-2.042677141,GVHD,Multiple drug analysis,0.023504829,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,ATG,2.850844605,GVHD,Multiple drug analysis,2.63E-15,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__,g__Bacteroides1,ATG,0.288792345,GVHD,Multiple drug analysis,0.042141806,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__formicilis,G. formicilis,ATG,5.726519507,GVHD,Multiple drug analysis,4.65E-06,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar,V. dispar,ATG,-7.155057859,GVHD,Multiple drug analysis,0.049559587,Inhibition
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Busulfan,-3.003609462,GVHD,Multiple drug analysis,0.033938487,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__,g__Scardovia,Busulfan,0.008210926,GVHD,Multiple drug analysis,0.004767387,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Busulfan,53.77163345,GVHD,Multiple drug analysis,0.000138701,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__,f__Lactobacillaceae,Busulfan,-21.86783718,GVHD,Multiple drug analysis,0.000589541,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Busulfan,0.649643815,GVHD,Multiple drug analysis,0.035228451,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__,g__Lactococcus,Busulfan,-0.831114318,GVHD,Multiple drug analysis,0.008526077,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.__,g__Streptococcus2,Busulfan,-5.307244418,GVHD,Multiple drug analysis,0.014749941,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__hathewayi,C. hathewayi,Busulfan,2.304661902,GVHD,Multiple drug analysis,0.036366888,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__.__,f__Ruminococcaceae2,Busulfan,10.63328266,GVHD,Multiple drug analysis,0.047907792,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium..s__dolichum,E. dolichum,Busulfan,-15.81104112,GVHD,Multiple drug analysis,0.024185801,Inhibition
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Clostridium.s__spiroforme,C. spiroforme,Busulfan,-3.663888586,GVHD,Multiple drug analysis,0.033451641,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,Cyclophosphamide,-0.53899311,GVHD,Multiple drug analysis,0.000167586,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Cyclophosphamide,23.08149548,GVHD,Multiple drug analysis,0.014285624,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__,f__Lactobacillaceae,Cyclophosphamide,-13.72026316,GVHD,Multiple drug analysis,0.001068336,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Cyclophosphamide,0.684725493,GVHD,Multiple drug analysis,0.000630772,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__,g__Lactococcus,Cyclophosphamide,-0.454530998,GVHD,Multiple drug analysis,0.029332706,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.__,g__Streptococcus2,Cyclophosphamide,-2.927857018,GVHD,Multiple drug analysis,0.041456455,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__formicilis,G. formicilis,Cyclophosphamide,-1.147264226,GVHD,Multiple drug analysis,0.014582225,Inhibition
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium..s__dolichum,E. dolichum,Cyclophosphamide,-9.148296144,GVHD,Multiple drug analysis,0.047813139,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__,g__Scardovia,Fludarabine,-0.00845515,GVHD,Multiple drug analysis,0.001023517,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,Fludarabine,0.41209281,GVHD,Multiple drug analysis,0.03649265,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella.s__,g__Granulicatella,Fludarabine,-0.037013449,GVHD,Multiple drug analysis,0.036720144,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__,f__Lactobacillaceae,Fludarabine,-18.72448799,GVHD,Multiple drug analysis,0.000956098,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Fludarabine,1.054417513,GVHD,Multiple drug analysis,8.96E-05,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Fludarabine,31.64510506,GVHD,Multiple drug analysis,0.008135265,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__celatum,C. celatum,Fludarabine,-0.774115234,GVHD,Multiple drug analysis,0.027813917,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__,g__SMB53,Fludarabine,-0.244723123,GVHD,Multiple drug analysis,0.013319855,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__hathewayi,C. hathewayi,Fludarabine,-2.309145808,GVHD,Multiple drug analysis,0.018143993,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__.__,f__Ruminococcaceae2,Fludarabine,11.68417377,GVHD,Multiple drug analysis,0.014161715,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__,g__Ruminococcus1,Fludarabine,-1.175222346,GVHD,Multiple drug analysis,0.033819859,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula,V. parvula,Fludarabine,0.939511034,GVHD,Multiple drug analysis,0.040867066,Promotion
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.s__,g__Campylobacter,Fludarabine,-0.879811502,GVHD,Multiple drug analysis,0.043816328,Inhibition
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Melphalan,-3.003609462,GVHD,Multiple drug analysis,0.033938487,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__,g__Scardovia,Melphalan,0.008210926,GVHD,Multiple drug analysis,0.004767387,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Melphalan,53.77163345,GVHD,Multiple drug analysis,0.000138701,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__,f__Lactobacillaceae,Melphalan,-21.86783718,GVHD,Multiple drug analysis,0.000589541,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Melphalan,0.649643815,GVHD,Multiple drug analysis,0.035228451,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__,g__Lactococcus,Melphalan,-0.831114318,GVHD,Multiple drug analysis,0.008526077,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.__,g__Streptococcus2,Melphalan,-5.307244418,GVHD,Multiple drug analysis,0.014749941,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__hathewayi,C. hathewayi,Melphalan,2.304661902,GVHD,Multiple drug analysis,0.036366888,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__.__,f__Ruminococcaceae2,Melphalan,10.63328266,GVHD,Multiple drug analysis,0.047907792,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium..s__dolichum,E. dolichum,Melphalan,-15.81104112,GVHD,Multiple drug analysis,0.024185801,Inhibition
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Clostridium.s__spiroforme,C. spiroforme,Melphalan,-3.663888586,GVHD,Multiple drug analysis,0.033451641,Inhibition
k__Bacteria.__.__.__.__.__.__,k__Bacteria,VP16,3.003609462,GVHD,Multiple drug analysis,0.033938487,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__,g__Scardovia,VP16,-0.008210926,GVHD,Multiple drug analysis,0.004767387,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,VP16,-53.77163345,GVHD,Multiple drug analysis,0.000138701,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__,f__Lactobacillaceae,VP16,21.86783718,GVHD,Multiple drug analysis,0.000589541,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,VP16,-0.649643815,GVHD,Multiple drug analysis,0.035228451,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__,g__Lactococcus,VP16,0.831114318,GVHD,Multiple drug analysis,0.008526077,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.__,g__Streptococcus2,VP16,5.307244418,GVHD,Multiple drug analysis,0.014749941,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__hathewayi,C. hathewayi,VP16,-2.304661902,GVHD,Multiple drug analysis,0.036366888,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__.__,f__Ruminococcaceae2,VP16,-10.63328266,GVHD,Multiple drug analysis,0.047907792,Inhibition
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium..s__dolichum,E. dolichum,VP16,15.81104112,GVHD,Multiple drug analysis,0.024185801,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Clostridium.s__spiroforme,C. spiroforme,VP16,3.663888586,GVHD,Multiple drug analysis,0.033451641,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__,g__Actinomyces,Thiotepa,-0.648653191,GVHD,Multiple drug analysis,0.007333684,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Thiotepa,-0.071078031,GVHD,Multiple drug analysis,0.036284886,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__,g__Bifidobacterium2,Thiotepa,-1.891547245,GVHD,Multiple drug analysis,0.000425907,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__,g__Scardovia,Thiotepa,0.007545794,GVHD,Multiple drug analysis,0.017154114,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,Thiotepa,1.034563643,GVHD,Multiple drug analysis,9.65E-06,Promotion
